Index,Time,debug_PWM_A,debug_PWM_B,debug_PWM_C
98,0.098738,"nan","nan","nan"
99,0.099738,"nan","nan","nan"
100,0.100739,"nan","nan","nan"
101,0.101727,"nan","nan","nan"
102,0.102739,"nan","nan","nan"
103,0.103727,"nan","nan","nan"
104,0.104728,"nan","nan","nan"
105,0.105727,"nan","nan","nan"
106,0.106732,"nan","nan","nan"
107,0.107754,"nan","nan","nan"
108,0.108756,"nan","nan","nan"
109,0.109749,"nan","nan","nan"
110,0.110739,"nan","nan","nan"
111,0.111737,"nan","nan","nan"
112,0.112739,"nan","nan","nan"
113,0.113727,"nan","nan","nan"
114,0.114728,"nan","nan","nan"
115,0.115728,"nan","nan","nan"
116,0.116732,"nan","nan","nan"
117,0.117733,"nan","nan","nan"
118,0.118746,"nan","nan","nan"
119,0.119735,"nan","nan","nan"
120,0.120735,"nan","nan","nan"
121,0.121735,"nan","nan","nan"
122,0.122734,"nan","nan","nan"
123,0.123734,"nan","nan","nan"
124,0.124734,"nan","nan","nan"
125,0.125733,"nan","nan","nan"
126,0.126736,"nan","nan","nan"
127,0.127737,"nan","nan","nan"
128,0.128803,"nan","nan","nan"
129,0.129727,"nan","nan","nan"
130,0.130729,"nan","nan","nan"
131,0.131729,"nan","nan","nan"
132,0.132729,"nan","nan","nan"
133,0.133730,"nan","nan","nan"
134,0.134729,"nan","nan","nan"
135,0.135730,"nan","nan","nan"
136,0.136733,"nan","nan","nan"
137,0.137733,"nan","nan","nan"
138,0.138733,"nan","nan","nan"
139,0.139751,"nan","nan","nan"
140,0.140727,"nan","nan","nan"
141,0.141740,"nan","nan","nan"
142,0.142728,"nan","nan","nan"
143,0.143726,"nan","nan","nan"
144,0.144727,"nan","nan","nan"
145,0.145739,"nan","nan","nan"
146,0.146730,"nan","nan","nan"
147,0.147730,"nan","nan","nan"
148,0.148731,"nan","nan","nan"
149,0.149794,"nan","nan","nan"
150,0.150735,"nan","nan","nan"
151,0.151735,"nan","nan","nan"
152,0.152734,"nan","nan","nan"
153,0.153734,"nan","nan","nan"
154,0.154733,"nan","nan","nan"
155,0.155734,"nan","nan","nan"
156,0.156737,"nan","nan","nan"
157,0.157738,"nan","nan","nan"
158,0.158738,"nan","nan","nan"
159,0.159726,"nan","nan","nan"
160,0.160750,"nan","nan","nan"
161,0.161738,"nan","nan","nan"
162,0.162739,"nan","nan","nan"
163,0.163727,"nan","nan","nan"
164,0.164728,"nan","nan","nan"
165,0.165728,"nan","nan","nan"
166,0.166731,"nan","nan","nan"
167,0.167732,"nan","nan","nan"
168,0.168732,"nan","nan","nan"
169,0.169733,"nan","nan","nan"
170,0.170836,"nan","nan","nan"
171,0.171736,"nan","nan","nan"
172,0.172738,"nan","nan","nan"
173,0.173738,"nan","nan","nan"
174,0.174739,"nan","nan","nan"
175,0.175739,"nan","nan","nan"
176,0.176731,"nan","nan","nan"
177,0.177730,"nan","nan","nan"
178,0.178732,"nan","nan","nan"
179,0.179732,"nan","nan","nan"
180,0.180733,"nan","nan","nan"
181,0.181746,"nan","nan","nan"
182,0.182737,"nan","nan","nan"
183,0.183737,"nan","nan","nan"
184,0.184738,"nan","nan","nan"
185,0.185739,"nan","nan","nan"
186,0.186731,"nan","nan","nan"
187,0.187730,"nan","nan","nan"
188,0.188730,"nan","nan","nan"
189,0.189729,"nan","nan","nan"
190,0.190730,"nan","nan","nan"
191,0.191856,"nan","nan","nan"
192,0.192739,"nan","nan","nan"
193,0.193739,"nan","nan","nan"
194,0.194739,"nan","nan","nan"
195,0.195728,"nan","nan","nan"
196,0.196730,"nan","nan","nan"
197,0.197731,"nan","nan","nan"
198,0.198731,"nan","nan","nan"
199,0.199731,"nan","nan","nan"
200,0.200731,"nan","nan","nan"
201,0.201729,"nan","nan","nan"
202,0.202748,"nan","nan","nan"
203,0.203735,"nan","nan","nan"
204,0.204735,"nan","nan","nan"
205,0.205736,"nan","nan","nan"
206,0.206739,"nan","nan","nan"
207,0.207738,"nan","nan","nan"
208,0.208739,"nan","nan","nan"
209,0.209739,"nan","nan","nan"
210,0.210726,"nan","nan","nan"
211,0.211727,"nan","nan","nan"
212,0.212739,"nan","nan","nan"
213,0.213755,"nan","nan","nan"
214,0.214730,"nan","nan","nan"
215,0.215729,"nan","nan","nan"
216,0.216743,"nan","nan","nan"
217,0.217731,"nan","nan","nan"
218,0.218731,"nan","nan","nan"
219,0.219731,"nan","nan","nan"
220,0.220730,"nan","nan","nan"
221,0.221731,"nan","nan","nan"
222,0.222732,"nan","nan","nan"
223,0.223802,"nan","nan","nan"
224,0.224728,"nan","nan","nan"
225,0.225728,"nan","nan","nan"
226,0.226732,"nan","nan","nan"
227,0.227733,"nan","nan","nan"
228,0.228733,"nan","nan","nan"
229,0.229734,"nan","nan","nan"
230,0.230732,"nan","nan","nan"
231,0.231734,"nan","nan","nan"
232,0.232735,"nan","nan","nan"
233,0.233735,"nan","nan","nan"
234,0.234749,"nan","nan","nan"
235,0.235739,"nan","nan","nan"
236,0.236730,"nan","nan","nan"
237,0.237731,"nan","nan","nan"
238,0.238731,"nan","nan","nan"
239,0.239732,"nan","nan","nan"
240,0.240732,"nan","nan","nan"
241,0.241732,"nan","nan","nan"
242,0.242732,"nan","nan","nan"
243,0.243733,"nan","nan","nan"
244,0.244816,"nan","nan","nan"
245,0.245730,"nan","nan","nan"
246,0.246734,"nan","nan","nan"
247,0.247734,"nan","nan","nan"
248,0.248735,"nan","nan","nan"
249,0.249735,"nan","nan","nan"
250,0.250735,"nan","nan","nan"
251,0.251736,"nan","nan","nan"
252,0.252738,"nan","nan","nan"
253,0.253737,"nan","nan","nan"
254,0.254737,"nan","nan","nan"
255,0.255748,"nan","nan","nan"
256,0.256739,"nan","nan","nan"
257,0.257739,"nan","nan","nan"
258,0.258739,"nan","nan","nan"
259,0.259739,"nan","nan","nan"
260,0.260738,"nan","nan","nan"
261,0.261738,"nan","nan","nan"
262,0.262738,"nan","nan","nan"
263,0.263739,"nan","nan","nan"
264,0.264738,"nan","nan","nan"
265,0.265849,"nan","nan","nan"
266,0.266728,"nan","nan","nan"
267,0.267729,"nan","nan","nan"
268,0.268728,"nan","nan","nan"
269,0.269729,"nan","nan","nan"
270,0.270729,"nan","nan","nan"
271,0.271729,"nan","nan","nan"
272,0.272748,"nan","nan","nan"
273,0.273737,"nan","nan","nan"
274,0.274736,"nan","nan","nan"
275,0.275736,"nan","nan","nan"
276,0.276753,"nan","nan","nan"
277,0.277730,"nan","nan","nan"
278,0.278729,"nan","nan","nan"
279,0.279730,"nan","nan","nan"
280,0.280730,"nan","nan","nan"
281,0.281730,"nan","nan","nan"
282,0.282729,"nan","nan","nan"
283,0.283730,"nan","nan","nan"
284,0.284730,"nan","nan","nan"
285,0.285730,"nan","nan","nan"
286,0.286806,"nan","nan","nan"
287,0.287730,"nan","nan","nan"
288,0.288732,"nan","nan","nan"
289,0.289733,"nan","nan","nan"
290,0.290733,"nan","nan","nan"
291,0.291734,"nan","nan","nan"
292,0.292735,"nan","nan","nan"
293,0.293735,"nan","nan","nan"
294,0.294736,"nan","nan","nan"
295,0.295736,"nan","nan","nan"
296,0.296727,"nan","nan","nan"
297,0.297746,"nan","nan","nan"
298,0.298734,"nan","nan","nan"
299,0.299735,"nan","nan","nan"
300,0.300736,"nan","nan","nan"
301,0.301736,"nan","nan","nan"
302,0.302736,"nan","nan","nan"
303,0.303737,"nan","nan","nan"
304,0.304738,"nan","nan","nan"
305,0.305738,"nan","nan","nan"
306,0.306729,"nan","nan","nan"
307,0.307834,"nan","nan","nan"
308,0.308735,"nan","nan","nan"
309,0.309736,"nan","nan","nan"
310,0.310736,"nan","nan","nan"
311,0.311737,"nan","nan","nan"
312,0.312736,"nan","nan","nan"
313,0.313738,"nan","nan","nan"
314,0.314739,"nan","nan","nan"
315,0.315728,"nan","nan","nan"
316,0.316731,"nan","nan","nan"
317,0.317733,"nan","nan","nan"
318,0.318746,"nan","nan","nan"
319,0.319734,"nan","nan","nan"
320,0.320733,"nan","nan","nan"
321,0.321732,"nan","nan","nan"
322,0.322733,"nan","nan","nan"
323,0.323755,"nan","nan","nan"
324,0.324730,"nan","nan","nan"
325,0.325728,"nan","nan","nan"
326,0.326732,"nan","nan","nan"
327,0.327733,"nan","nan","nan"
328,0.328798,"nan","nan","nan"
329,0.329736,"nan","nan","nan"
330,0.330737,"nan","nan","nan"
331,0.331736,"nan","nan","nan"
332,0.332737,"nan","nan","nan"
333,0.333737,"nan","nan","nan"
334,0.334737,"nan","nan","nan"
335,0.335737,"nan","nan","nan"
336,0.336727,"nan","nan","nan"
337,0.337727,"nan","nan","nan"
338,0.338728,"nan","nan","nan"
339,0.339753,"nan","nan","nan"
340,0.340728,"nan","nan","nan"
341,0.341729,"nan","nan","nan"
342,0.342729,"nan","nan","nan"
343,0.343729,"nan","nan","nan"
344,0.344728,"nan","nan","nan"
345,0.345729,"nan","nan","nan"
346,0.346732,"nan","nan","nan"
347,0.347732,"nan","nan","nan"
348,0.348732,"nan","nan","nan"
349,0.349758,"nan","nan","nan"
350,0.350754,"nan","nan","nan"
351,0.351730,"nan","nan","nan"
352,0.352730,"nan","nan","nan"
353,0.353730,"nan","nan","nan"
354,0.354729,"nan","nan","nan"
355,0.355731,"nan","nan","nan"
356,0.356735,"nan","nan","nan"
357,0.357735,"nan","nan","nan"
358,0.358736,"nan","nan","nan"
359,0.359736,"nan","nan","nan"
360,0.360877,"nan","nan","nan"
361,0.361728,"nan","nan","nan"
362,0.362730,"nan","nan","nan"
363,0.363730,"nan","nan","nan"
364,0.364730,"nan","nan","nan"
365,0.365731,"nan","nan","nan"
366,0.366735,"nan","nan","nan"
367,0.367736,"nan","nan","nan"
368,0.368736,"nan","nan","nan"
369,0.369735,"nan","nan","nan"
370,0.370737,"nan","nan","nan"
371,0.371748,"nan","nan","nan"
372,0.372738,"nan","nan","nan"
373,0.373739,"nan","nan","nan"
374,0.374738,"nan","nan","nan"
375,0.375739,"nan","nan","nan"
376,0.376757,"nan","nan","nan"
377,0.377748,"nan","nan","nan"
378,0.378737,"nan","nan","nan"
379,0.379736,"nan","nan","nan"
380,0.380738,"nan","nan","nan"
381,0.381803,"nan","nan","nan"
382,0.382731,"nan","nan","nan"
383,0.383731,"nan","nan","nan"
384,0.384731,"nan","nan","nan"
385,0.385730,"nan","nan","nan"
386,0.386733,"nan","nan","nan"
387,0.387733,"nan","nan","nan"
388,0.388732,"nan","nan","nan"
389,0.389733,"nan","nan","nan"
390,0.390732,"nan","nan","nan"
391,0.391733,"nan","nan","nan"
392,0.392752,"nan","nan","nan"
393,0.393727,"nan","nan","nan"
394,0.394727,"nan","nan","nan"
395,0.395740,"nan","nan","nan"
396,0.396731,"nan","nan","nan"
397,0.397730,"nan","nan","nan"
398,0.398731,"nan","nan","nan"
399,0.399731,"nan","nan","nan"
400,0.400732,"nan","nan","nan"
401,0.401732,"nan","nan","nan"
402,0.402756,"nan","nan","nan"
403,0.403747,"nan","nan","nan"
404,0.404736,"nan","nan","nan"
405,0.405735,"nan","nan","nan"
406,0.406738,"nan","nan","nan"
407,0.407738,"nan","nan","nan"
408,0.408738,"nan","nan","nan"
409,0.409738,"nan","nan","nan"
410,0.410738,"nan","nan","nan"
411,0.411738,"nan","nan","nan"
412,0.412739,"nan","nan","nan"
413,0.413817,"nan","nan","nan"
414,0.414729,"nan","nan","nan"
415,0.415730,"nan","nan","nan"
416,0.416733,"nan","nan","nan"
417,0.417733,"nan","nan","nan"
418,0.418733,"nan","nan","nan"
419,0.419733,"nan","nan","nan"
420,0.420734,"nan","nan","nan"
421,0.421735,"nan","nan","nan"
422,0.422734,"nan","nan","nan"
423,0.423735,"nan","nan","nan"
424,0.424744,"nan","nan","nan"
425,0.425733,"nan","nan","nan"
426,0.426737,"nan","nan","nan"
427,0.427736,"nan","nan","nan"
428,0.428737,"nan","nan","nan"
429,0.429738,"nan","nan","nan"
430,0.430738,"nan","nan","nan"
431,0.431727,"nan","nan","nan"
432,0.432739,"nan","nan","nan"
433,0.433728,"nan","nan","nan"
434,0.434775,"nan","nan","nan"
435,0.435752,"nan","nan","nan"
436,0.436731,"nan","nan","nan"
437,0.437732,"nan","nan","nan"
438,0.438732,"nan","nan","nan"
439,0.439733,"nan","nan","nan"
440,0.440734,"nan","nan","nan"
441,0.441733,"nan","nan","nan"
442,0.442734,"nan","nan","nan"
443,0.443735,"nan","nan","nan"
444,0.444736,"nan","nan","nan"
445,0.445743,"nan","nan","nan"
446,0.446734,"nan","nan","nan"
447,0.447735,"nan","nan","nan"
448,0.448735,"nan","nan","nan"
449,0.449735,"nan","nan","nan"
450,0.450734,"nan","nan","nan"
451,0.451734,"nan","nan","nan"
452,0.452734,"nan","nan","nan"
453,0.453734,"nan","nan","nan"
454,0.454734,"nan","nan","nan"
455,0.455745,"nan","nan","nan"
456,0.456735,"nan","nan","nan"
457,0.457736,"nan","nan","nan"
458,0.458736,"nan","nan","nan"
459,0.459736,"nan","nan","nan"
460,0.460735,"nan","nan","nan"
461,0.461736,"nan","nan","nan"
462,0.462736,"nan","nan","nan"
463,0.463736,"nan","nan","nan"
464,0.464736,"nan","nan","nan"
465,0.465735,"nan","nan","nan"
466,0.466751,"nan","nan","nan"
467,0.467740,"nan","nan","nan"
468,0.468727,"nan","nan","nan"
469,0.469728,"nan","nan","nan"
470,0.470728,"nan","nan","nan"
471,0.471728,"nan","nan","nan"
472,0.472728,"nan","nan","nan"
473,0.473727,"nan","nan","nan"
474,0.474728,"nan","nan","nan"
475,0.475729,"nan","nan","nan"
476,0.476746,"nan","nan","nan"
477,0.477733,"nan","nan","nan"
478,0.478734,"nan","nan","nan"
479,0.479733,"nan","nan","nan"
480,0.480733,"nan","nan","nan"
481,0.481733,"nan","nan","nan"
482,0.482733,"nan","nan","nan"
483,0.483731,"nan","nan","nan"
484,0.484733,"nan","nan","nan"
485,0.485733,"nan","nan","nan"
486,0.486763,"nan","nan","nan"
487,0.487754,"nan","nan","nan"
488,0.488729,"nan","nan","nan"
489,0.489731,"nan","nan","nan"
490,0.490753,"nan","nan","nan"
491,0.491729,"nan","nan","nan"
492,0.492730,"nan","nan","nan"
493,0.493729,"nan","nan","nan"
494,0.494730,"nan","nan","nan"
495,0.495731,"nan","nan","nan"
496,0.496734,"nan","nan","nan"
497,0.497749,"nan","nan","nan"
498,0.498738,"nan","nan","nan"
499,0.499739,"nan","nan","nan"
500,0.500740,"nan","nan","nan"
501,0.501729,"nan","nan","nan"
502,0.502728,"nan","nan","nan"
503,0.503730,"nan","nan","nan"
504,0.504731,"nan","nan","nan"
505,0.505731,"nan","nan","nan"
506,0.506734,"nan","nan","nan"
507,0.507735,"nan","nan","nan"
508,0.508751,"nan","nan","nan"
509,0.509739,"nan","nan","nan"
510,0.510740,"nan","nan","nan"
511,0.511729,"nan","nan","nan"
512,0.512728,"nan","nan","nan"
513,0.513729,"nan","nan","nan"
514,0.514730,"nan","nan","nan"
515,0.515729,"nan","nan","nan"
516,0.516732,"nan","nan","nan"
517,0.517731,"nan","nan","nan"
518,0.518748,"nan","nan","nan"
519,0.519735,"nan","nan","nan"
520,0.520736,"nan","nan","nan"
521,0.521736,"nan","nan","nan"
522,0.522735,"nan","nan","nan"
523,0.523735,"nan","nan","nan"
524,0.524736,"nan","nan","nan"
525,0.525735,"nan","nan","nan"
526,0.526739,"nan","nan","nan"
527,0.527737,"nan","nan","nan"
528,0.528738,"nan","nan","nan"
529,0.529743,"nan","nan","nan"
530,0.530732,"nan","nan","nan"
531,0.531730,"nan","nan","nan"
532,0.532732,"nan","nan","nan"
533,0.533731,"nan","nan","nan"
534,0.534731,"nan","nan","nan"
535,0.535731,"nan","nan","nan"
536,0.536733,"nan","nan","nan"
537,0.537734,"nan","nan","nan"
538,0.538734,"nan","nan","nan"
539,0.539827,"nan","nan","nan"
540,0.540726,"nan","nan","nan"
541,0.541728,"nan","nan","nan"
542,0.542729,"nan","nan","nan"
543,0.543729,"nan","nan","nan"
544,0.544729,"nan","nan","nan"
545,0.545728,"nan","nan","nan"
546,0.546732,"nan","nan","nan"
547,0.547732,"nan","nan","nan"
548,0.548732,"nan","nan","nan"
549,0.549751,"nan","nan","nan"
550,0.550746,"nan","nan","nan"
551,0.551735,"nan","nan","nan"
552,0.552735,"nan","nan","nan"
553,0.553736,"nan","nan","nan"
554,0.554737,"nan","nan","nan"
555,0.555738,"nan","nan","nan"
556,0.556729,"nan","nan","nan"
557,0.557729,"nan","nan","nan"
558,0.558730,"nan","nan","nan"
559,0.559731,"nan","nan","nan"
560,0.560753,"nan","nan","nan"
561,0.561729,"nan","nan","nan"
562,0.562730,"nan","nan","nan"
563,0.563731,"nan","nan","nan"
564,0.564732,"nan","nan","nan"
565,0.565732,"nan","nan","nan"
566,0.566736,"nan","nan","nan"
567,0.567736,"nan","nan","nan"
568,0.568737,"nan","nan","nan"
569,0.569737,"nan","nan","nan"
570,0.570737,"nan","nan","nan"
571,0.571743,"nan","nan","nan"
572,0.572733,"nan","nan","nan"
573,0.573733,"nan","nan","nan"
574,0.574733,"nan","nan","nan"
575,0.575734,"nan","nan","nan"
576,0.576738,"nan","nan","nan"
577,0.577738,"nan","nan","nan"
578,0.578739,"nan","nan","nan"
579,0.579727,"nan","nan","nan"
580,0.580739,"nan","nan","nan"
581,0.581755,"nan","nan","nan"
582,0.582729,"nan","nan","nan"
583,0.583728,"nan","nan","nan"
584,0.584729,"nan","nan","nan"
585,0.585730,"nan","nan","nan"
586,0.586732,"nan","nan","nan"
587,0.587733,"nan","nan","nan"
588,0.588733,"nan","nan","nan"
589,0.589732,"nan","nan","nan"
590,0.590732,"nan","nan","nan"
591,0.591732,"nan","nan","nan"
592,0.592749,"nan","nan","nan"
593,0.593738,"nan","nan","nan"
594,0.594737,"nan","nan","nan"
595,0.595738,"nan","nan","nan"
596,0.596729,"nan","nan","nan"
597,0.597729,"nan","nan","nan"
598,0.598728,"nan","nan","nan"
599,0.599728,"nan","nan","nan"
600,0.600728,"nan","nan","nan"
601,0.601792,"nan","nan","nan"
602,0.602888,"nan","nan","nan"
603,0.603739,"nan","nan","nan"
604,0.604739,"nan","nan","nan"
605,0.605739,"nan","nan","nan"
606,0.606730,"nan","nan","nan"
607,0.607729,"nan","nan","nan"
608,0.608730,"nan","nan","nan"
609,0.609730,"nan","nan","nan"
610,0.610730,"nan","nan","nan"
611,0.611730,"nan","nan","nan"
612,0.612729,"nan","nan","nan"
613,0.613747,"nan","nan","nan"
614,0.614735,"nan","nan","nan"
615,0.615734,"nan","nan","nan"
616,0.616738,"nan","nan","nan"
617,0.617738,"nan","nan","nan"
618,0.618727,"nan","nan","nan"
619,0.619739,"nan","nan","nan"
620,0.620728,"nan","nan","nan"
621,0.621729,"nan","nan","nan"
622,0.622729,"nan","nan","nan"
623,0.623805,"nan","nan","nan"
624,0.624738,"nan","nan","nan"
625,0.625727,"nan","nan","nan"
626,0.626731,"nan","nan","nan"
627,0.627731,"nan","nan","nan"
628,0.628732,"nan","nan","nan"
629,0.629732,"nan","nan","nan"
630,0.630732,"nan","nan","nan"
631,0.631733,"nan","nan","nan"
632,0.632732,"nan","nan","nan"
633,0.633733,"nan","nan","nan"
634,0.634746,"nan","nan","nan"
635,0.635734,"nan","nan","nan"
636,0.636738,"nan","nan","nan"
637,0.637737,"nan","nan","nan"
638,0.638739,"nan","nan","nan"
639,0.639740,"nan","nan","nan"
640,0.640729,"nan","nan","nan"
641,0.641729,"nan","nan","nan"
642,0.642730,"nan","nan","nan"
643,0.643730,"nan","nan","nan"
644,0.644731,"nan","nan","nan"
645,0.645748,"nan","nan","nan"
646,0.646727,"nan","nan","nan"
647,0.647738,"nan","nan","nan"
648,0.648739,"nan","nan","nan"
649,0.649739,"nan","nan","nan"
650,0.650739,"nan","nan","nan"
651,0.651739,"nan","nan","nan"
652,0.652738,"nan","nan","nan"
653,0.653738,"nan","nan","nan"
654,0.654738,"nan","nan","nan"
655,0.655828,"nan","nan","nan"
656,0.656732,"nan","nan","nan"
657,0.657733,"nan","nan","nan"
658,0.658750,"nan","nan","nan"
659,0.659739,"nan","nan","nan"
660,0.660739,"nan","nan","nan"
661,0.661726,"nan","nan","nan"
662,0.662739,"nan","nan","nan"
663,0.663740,"nan","nan","nan"
664,0.664726,"nan","nan","nan"
665,0.665727,"nan","nan","nan"
666,0.666748,"nan","nan","nan"
667,0.667735,"nan","nan","nan"
668,0.668736,"nan","nan","nan"
669,0.669737,"nan","nan","nan"
670,0.670735,"nan","nan","nan"
671,0.671736,"nan","nan","nan"
672,0.672736,"nan","nan","nan"
673,0.673736,"nan","nan","nan"
674,0.674736,"nan","nan","nan"
675,0.675735,"nan","nan","nan"
676,0.676765,"nan","nan","nan"
677,0.677748,"nan","nan","nan"
678,0.678737,"nan","nan","nan"
679,0.679737,"nan","nan","nan"
680,0.680736,"nan","nan","nan"
681,0.681737,"nan","nan","nan"
682,0.682738,"nan","nan","nan"
683,0.683738,"nan","nan","nan"
684,0.684726,"nan","nan","nan"
685,0.685727,"nan","nan","nan"
686,0.686731,"nan","nan","nan"
687,0.687783,"nan","nan","nan"
688,0.688738,"nan","nan","nan"
689,0.689726,"nan","nan","nan"
690,0.690739,"nan","nan","nan"
691,0.691728,"nan","nan","nan"
692,0.692729,"nan","nan","nan"
693,0.693728,"nan","nan","nan"
694,0.694730,"nan","nan","nan"
695,0.695731,"nan","nan","nan"
696,0.696734,"nan","nan","nan"
697,0.697735,"nan","nan","nan"
698,0.698750,"nan","nan","nan"
699,0.699737,"nan","nan","nan"
700,0.700739,"nan","nan","nan"
701,0.701728,"nan","nan","nan"
702,0.702729,"nan","nan","nan"
703,0.703728,"nan","nan","nan"
704,0.704729,"nan","nan","nan"
705,0.705729,"nan","nan","nan"
706,0.706733,"nan","nan","nan"
707,0.707733,"nan","nan","nan"
708,0.708733,"nan","nan","nan"
709,0.709747,"nan","nan","nan"
710,0.710735,"nan","nan","nan"
711,0.711735,"nan","nan","nan"
712,0.712735,"nan","nan","nan"
713,0.713733,"nan","nan","nan"
714,0.714734,"nan","nan","nan"
715,0.715734,"nan","nan","nan"
716,0.716737,"nan","nan","nan"
717,0.717744,"nan","nan","nan"
718,0.718732,"nan","nan","nan"
719,0.719785,"nan","nan","nan"
720,0.720728,"nan","nan","nan"
721,0.721729,"nan","nan","nan"
722,0.722727,"nan","nan","nan"
723,0.723728,"nan","nan","nan"
724,0.724728,"nan","nan","nan"
725,0.725728,"nan","nan","nan"
726,0.726731,"nan","nan","nan"
727,0.727730,"nan","nan","nan"
728,0.728731,"nan","nan","nan"
729,0.729732,"nan","nan","nan"
730,0.730752,"nan","nan","nan"
731,0.731727,"nan","nan","nan"
732,0.732729,"nan","nan","nan"
733,0.733729,"nan","nan","nan"
734,0.734729,"nan","nan","nan"
735,0.735729,"nan","nan","nan"
736,0.736732,"nan","nan","nan"
737,0.737731,"nan","nan","nan"
738,0.738732,"nan","nan","nan"
739,0.739732,"nan","nan","nan"
740,0.740732,"nan","nan","nan"
741,0.741749,"nan","nan","nan"
742,0.742736,"nan","nan","nan"
743,0.743736,"nan","nan","nan"
744,0.744737,"nan","nan","nan"
745,0.745736,"nan","nan","nan"
746,0.746727,"nan","nan","nan"
747,0.747727,"nan","nan","nan"
748,0.748728,"nan","nan","nan"
749,0.749729,"nan","nan","nan"
750,0.750729,"nan","nan","nan"
751,0.751781,"nan","nan","nan"
752,0.752734,"nan","nan","nan"
753,0.753736,"nan","nan","nan"
754,0.754736,"nan","nan","nan"
755,0.755737,"nan","nan","nan"
756,0.756728,"nan","nan","nan"
757,0.757729,"nan","nan","nan"
758,0.758729,"nan","nan","nan"
759,0.759730,"nan","nan","nan"
760,0.760729,"nan","nan","nan"
761,0.761731,"nan","nan","nan"
762,0.762749,"nan","nan","nan"
763,0.763740,"nan","nan","nan"
764,0.764729,"nan","nan","nan"
765,0.765728,"nan","nan","nan"
766,0.766733,"nan","nan","nan"
767,0.767734,"nan","nan","nan"
768,0.768734,"nan","nan","nan"
769,0.769735,"nan","nan","nan"
770,0.770736,"nan","nan","nan"
771,0.771735,"nan","nan","nan"
772,0.772762,"nan","nan","nan"
773,0.773747,"nan","nan","nan"
774,0.774736,"nan","nan","nan"
